,County,Total Cases,Total Cases per 100k,Total Deaths,Total Deaths per 100k,Fully Vaccinated,Daily Case Avg,Daily Case 14-Day change %,Hospitalized Daily Avg,Hosp. Daily per 100k,Hosp. Daily change %,Deaths Daily Avg.,Deaths Daily per 100k
247,Boone ›,2644.0,10079.0,34.0,130.0,41.0,1.0,4.0,,-100.0,0.0,,35.0
248,Boone ›,6731.0,9921.0,105.0,155.0,41.0,2.0,11.0,14,33.0,0.0,,18.0
249,Boone ›,6699.0,12511.0,84.0,157.0,30.0,25.0,20.0,12,-15.0,0.3,0.22,33.0
250,Borden ›,30.0,4587.0,2.0,306.0,21.0,0.0,,,0.0,0.0,,29.0
251,Bosque ›,1673.0,8954.0,33.0,177.0,28.0,1.0,5.0,12,251.0,0.1,1.02,22.0
252,Bossier ›,13931.0,10966.0,300.0,236.0,24.0,5.0,13.0,8,-2.0,0.0,,21.0
253,Botetourt ›,2527.0,7562.0,36.0,108.0,0.0,2.0,8.0,21,-25.0,0.0,,25.536858475894245
254,Bottineau ›,715.0,11382.0,20.0,318.0,37.0,1.0,2.0,5,-6.0,0.0,,37.0
255,Boulder ›,23394.0,7172.0,256.0,78.0,0.0,1.0,14.0,,0.0,0.0,,25.536858475894245
256,Boundary ›,868.0,7089.0,10.0,82.0,21.0,1.0,2.0,,-100.0,0.0,,20.0
257,Bourbon ›,1692.0,8551.0,18.0,91.0,35.0,2.0,7.0,8,5.0,0.1,0.53,26.0
258,Bourbon ›,1413.0,9722.0,26.0,179.0,23.0,0.0,,,0.0,0.0,,58.0
259,Bowie ›,7007.0,7515.0,214.0,230.0,18.0,1.0,2.0,2,-64.0,0.0,,35.0
260,Bowman ›,402.0,13294.0,5.0,165.0,26.0,1.0,11.0,13,1.0,0.0,,27.0
261,Box Butte ›,937.0,8690.0,11.0,102.0,19.0,1.0,4.0,,0.0,0.0,,23.0
262,Box Elder ›,5426.0,9681.0,50.0,89.0,23.0,1.0,6.0,,0.0,0.0,,22.0
263,Boyd ›,176.0,9171.0,3.0,156.0,23.0,1.0,5.0,,0.0,0.0,,22.0
264,Boyd ›,4987.0,10675.0,74.0,158.0,27.0,3.0,14.0,11,13.0,0.0,,26.0
265,Boyle ›,3435.0,11427.0,70.0,233.0,37.0,4.0,23.0,8,-20.0,0.0,,19.0
266,Bracken ›,637.0,7672.0,7.0,84.0,30.0,1.0,5.0,7,34.0,0.0,,38.0
267,Bradford ›,5870.0,9731.0,90.0,149.0,26.0,16.0,19.0,17,-19.0,0.3,0.34,28.0
268,Bradford ›,3021.0,10712.0,56.0,199.0,17.0,10.0,13.0,,-100.0,0.0,,41.0
269,Bradley ›,15096.0,13964.0,151.0,140.0,21.0,21.0,11.0,12,-14.0,0.0,,24.0
270,Bradley ›,1394.0,12952.0,32.0,297.0,30.0,2.0,19.0,,-100.0,0.0,,20.0
271,Branch ›,5549.0,12751.0,120.0,276.0,29.0,3.0,38.0,13,-33.0,0.4,5.2,29.0
272,Brantley ›,1632.0,8540.0,37.0,194.0,0.0,1.0,4.0,21,8.0,0.0,,25.536858475894245
273,Braxton ›,932.0,6678.0,3.0,21.0,0.0,1.0,10.0,10,133.0,0.0,,25.536858475894245
274,Brazoria ›,37728.0,10081.0,504.0,135.0,32.0,1.0,8.0,,-100.0,0.1,1.09,20.0
275,Brazos ›,26706.0,11651.0,250.0,109.0,30.0,258.0,5.0,8,-55.0,9.3,0.2,30.0
276,Breathitt ›,1028.0,8139.0,9.0,71.0,29.0,1.0,7.0,6,-42.0,0.3,2.35,24.0
277,Breckinridge ›,1283.0,6266.0,16.0,78.0,26.0,1.0,1.0,,0.0,0.0,,23.0
278,Bremer ›,2843.0,11344.0,60.0,239.0,41.0,1.0,7.0,,0.0,0.0,,37.0
279,Brevard ›,42045.0,6985.0,879.0,146.0,35.0,1.0,3.0,6,71.0,0.0,,16.0
280,Brewster ›,933.0,10138.0,16.0,174.0,40.0,3.0,8.0,8,-27.0,0.1,0.39,21.0
281,Briscoe ›,168.0,10867.0,5.0,323.0,27.0,1.0,15.0,,-100.0,0.0,,28.0
282,"Bristol Bay, Lake and Peninsula Boroughs",195.0,8609.0,0.0,201.96666666666667,0.0,1.0,21.0,10,3.0,0.0,,20.0
283,Bristol ›,65922.0,11663.0,1716.0,304.0,35.0,62.0,13.0,7,-38.0,1.3,0.29,32.0
284,Bristol ›,5096.0,10512.0,143.0,295.0,47.0,10.0,12.0,18,-17.0,0.0,,46.0
285,Bristol ›,1518.0,9056.0,34.0,203.0,0.0,6.0,6.0,7,-45.0,0.1,0.16,25.536858475894245
286,Broadwater ›,493.0,7904.0,5.0,80.0,21.0,1.0,3.0,16,54.0,0.0,,29.0
287,Brooke ›,2196.0,10010.0,60.0,273.0,0.0,9.0,30.0,14,-1.0,0.0,,25.536858475894245
288,Brookings ›,4210.0,12002.0,37.0,105.0,27.0,1.0,3.0,,-100.0,0.0,,26.0
289,Brooks ›,1394.0,9019.0,47.0,304.0,0.0,1.0,5.0,21,8.0,0.0,,25.536858475894245
290,Brooks ›,806.0,11363.0,36.0,508.0,35.0,2.0,65.0,6,-21.0,0.0,,20.0
291,Broome ›,18300.0,9607.0,356.0,187.0,41.0,20.0,18.0,5,-19.0,0.0,,40.0
292,Broomfield ›,4803.0,6816.0,75.0,106.0,0.0,3.0,13.0,,-100.0,0.2,0.74,25.536858475894245
293,Broward ›,241132.0,12348.0,2986.0,153.0,34.0,129.0,18.0,20,-7.0,2.7,0.37,26.0
294,Brown ›,4255.0,11238.0,137.0,362.0,23.0,1.0,35.0,,-100.0,0.0,,38.0
295,Brown ›,1024.0,6785.0,41.0,272.0,31.0,1.0,4.0,19,9.0,0.0,,19.0
296,Brown ›,3960.0,9118.0,57.0,131.0,24.0,16.0,8.0,19,8.0,0.0,,36.0
297,Brown ›,3050.0,12196.0,40.0,160.0,45.0,5.0,20.0,12,-33.0,0.1,0.58,27.0
298,Brown ›,219.0,7411.0,2.0,68.0,25.0,1.0,0.0,8,-13.0,0.0,,25.0
299,Brown ›,5578.0,14362.0,92.0,237.0,39.0,2.0,9.0,,-100.0,0.0,,28.0
300,Brown ›,704.0,10702.0,12.0,182.0,22.0,2.0,12.0,9,-49.0,0.0,,30.0
301,Brown ›,35223.0,13315.0,289.0,109.0,41.0,4.0,25.0,,0.0,0.0,,39.0
302,Brown ›,1237.0,12934.0,38.0,397.0,38.0,1.0,7.0,,0.0,0.0,,29.0
303,Brule ›,717.0,13536.0,10.0,189.0,26.0,1.0,5.0,,-100.0,0.1,2.7,26.0
304,Brunswick ›,1312.0,8083.0,22.0,136.0,0.0,2.0,13.0,5,-71.0,0.0,,25.536858475894245
305,Brunswick ›,9146.0,6404.0,153.0,107.0,41.0,1.0,4.0,13,75.0,0.0,,28.0
306,Bryan ›,6109.0,12728.0,72.0,150.0,23.0,2.0,5.0,13,-31.0,0.1,0.37,31.0
307,Bryan ›,3658.0,9231.0,39.0,98.0,0.0,1.0,6.0,10,43.0,0.0,,25.536858475894245
308,Buchanan ›,1431.0,6813.0,40.0,190.0,0.0,2.0,6.0,8,-36.0,0.1,0.48,25.536858475894245
309,Buchanan ›,1912.0,9030.0,32.0,151.0,36.0,1.0,2.0,9,14.0,0.0,,38.0
310,Buchanan ›,10513.0,12034.0,181.0,207.0,23.0,4.0,8.0,3,-2.0,0.1,0.32,26.0
311,Buckingham ›,2130.0,12421.0,30.0,175.0,0.0,4.0,16.0,6,-17.0,0.0,,25.536858475894245
312,Bucks ›,59855.0,9527.0,1271.0,202.0,39.0,53.0,19.0,16,-13.0,0.6,0.21,31.0
313,Buena Vista ›,907.0,14001.0,20.0,309.0,0.0,5.0,17.0,19,-19.0,0.0,,25.536858475894245
314,Buena Vista ›,4246.0,21641.0,40.0,204.0,41.0,4.0,37.0,8,7.0,0.0,,36.0
315,Buffalo ›,426.0,21713.0,13.0,663.0,27.0,5.0,8.0,14,-37.0,0.0,,31.0
316,Buffalo ›,5507.0,11090.0,57.0,115.0,24.0,1.0,10.0,,0.0,0.0,,33.0
317,Buffalo ›,1398.0,10728.0,7.0,54.0,35.0,2.0,16.0,,-100.0,0.0,,26.0
318,Bullitt ›,7269.0,8900.0,74.0,91.0,27.0,2.0,10.0,,0.0,0.1,0.8,29.0
319,Bulloch ›,6835.0,8586.0,115.0,144.0,0.0,2.0,4.0,22,0.0,0.2,0.37,25.536858475894245
320,Bullock ›,1228.0,12157.0,41.0,406.0,28.0,7.0,7.0,5,-36.0,0.0,,21.0
321,Buncombe ›,17715.0,6782.0,326.0,125.0,40.0,2.0,4.0,4,-48.0,0.0,,25.0
322,Bureau ›,3716.0,11389.0,95.0,291.0,31.0,26.0,12.0,11,-17.0,0.1,0.07,37.0
323,Burke ›,2585.0,11549.0,60.0,268.0,0.0,5.0,7.0,14,-3.0,0.0,,25.536858475894245
324,Burke ›,9983.0,11033.0,153.0,169.0,28.0,19.0,15.0,9,-32.0,0.0,,27.0
325,Burke ›,241.0,11395.0,1.0,47.0,27.0,1.0,3.0,16,-26.0,0.0,,42.0
326,Burleigh ›,15743.0,16463.0,191.0,200.0,33.0,3.0,11.0,19,2.0,0.0,,29.0
327,Burleson ›,2420.0,13122.0,48.0,260.0,28.0,4.0,10.0,19,-43.0,0.1,0.34,25.0
328,Burlington ›,44001.0,9880.0,841.0,189.0,46.0,24.0,6.0,6,-44.0,0.8,0.23,36.0
329,Burnett ›,1531.0,9933.0,22.0,143.0,39.0,1.0,5.0,3,-43.0,0.0,,39.0
330,Burnet ›,4759.0,9883.0,65.0,135.0,29.0,3.0,7.0,,-100.0,0.0,,22.0
331,Burt ›,668.0,10342.0,12.0,186.0,39.0,1.0,8.0,,0.0,0.3,2.65,19.0
332,Butler ›,17155.0,9132.0,412.0,219.0,41.0,18.0,16.0,10,-4.0,0.0,,33.0
333,Butler ›,856.0,10679.0,12.0,150.0,35.0,1.0,8.0,,0.0,0.0,,17.0
334,Butler ›,1649.0,11420.0,34.0,235.0,41.0,1.0,8.0,3,-42.0,0.0,,39.0
335,Butler ›,38470.0,10041.0,584.0,152.0,34.0,45.0,12.0,26,-10.0,0.2,0.04,34.0
336,Butler ›,2164.0,11127.0,69.0,355.0,22.0,7.0,3.0,12,-6.0,0.7,0.29,27.0
337,Butler ›,4188.0,9859.0,43.0,101.0,19.0,2.0,6.0,10,-13.0,0.0,,20.0
338,Butler ›,1462.0,11352.0,24.0,186.0,28.0,10.0,18.0,,-100.0,0.1,0.25,39.0
339,Butler ›,7546.0,11278.0,87.0,130.0,28.0,1.0,4.0,,-100.0,0.0,,33.0
340,Butte ›,12026.0,5487.0,199.0,91.0,32.0,244.0,2.0,4,-9.0,12.9,0.13,37.0
341,Butte ›,1060.0,10164.0,20.0,192.0,20.0,0.0,,10,-32.0,0.0,,37.0
342,Butte ›,210.0,8086.0,1.0,39.0,28.0,1.0,5.0,,-100.0,0.0,,23.0
343,Butts ›,3144.0,12608.0,83.0,333.0,0.0,3.0,11.0,7,-9.0,0.0,,25.536858475894245
344,Cabarrus ›,21901.0,10118.0,257.0,119.0,28.0,8.0,12.0,,-100.0,0.1,0.23,31.0
345,Cabell ›,8701.0,9463.0,171.0,186.0,0.0,3.0,24.0,11,-25.0,0.0,,25.536858475894245
346,Cabo Rojo,1256.0,2666.0,184.76028052279247,201.96666666666667,32.0,1.0,3.0,,0.0,0.0,,26.0
347,Cache ›,16142.0,12583.0,47.0,37.0,26.0,8.0,15.0,3,-57.0,0.0,,23.0
348,Caddo ›,3968.0,13796.0,88.0,306.0,38.0,18.0,6.0,10,-9.0,0.4,0.15,31.0
349,Caddo ›,26216.0,10914.0,743.0,309.0,27.0,16.0,13.0,8,28.0,0.3,0.22,24.0
350,Caguas,7205.0,5790.0,184.76028052279247,201.96666666666667,30.0,5.0,11.0,,0.0,0.0,,24.0
351,Calaveras ›,2129.0,4638.0,54.0,118.0,31.0,1.0,3.0,11,-9.0,0.0,,25.536858475894245
352,Calcasieu ›,22607.0,11113.0,433.0,213.0,22.0,15.0,14.0,6,106.0,0.1,0.13,24.0
353,Caldwell ›,1115.0,11242.0,29.0,292.0,21.0,4.0,15.0,8,28.0,0.0,,22.0
354,Caldwell ›,1454.0,11407.0,31.0,243.0,31.0,5.0,20.0,9,-20.0,0.0,,24.0
355,Caldwell ›,9360.0,11390.0,104.0,127.0,28.0,28.0,17.0,11,-4.0,0.5,0.3,26.0
356,Caldwell ›,5643.0,12924.0,97.0,222.0,25.0,5.0,9.0,8,118.0,0.0,,26.0
357,Caldwell ›,777.0,8614.0,14.0,155.0,21.0,1.0,3.0,2,-50.0,0.0,,30.0
358,Caledonia ›,1037.0,3457.0,6.0,20.0,0.0,6.0,11.0,9,-2.0,0.1,0.26,25.536858475894245
359,Calhoun ›,411.0,7921.0,3.0,58.0,20.0,0.0,,14,-12.0,0.0,,20.0
360,Calhoun ›,1320.0,9070.0,37.0,254.0,22.0,1.0,4.0,,-100.0,0.0,,34.0
361,Calhoun ›,1384.0,14315.0,13.0,134.0,40.0,5.0,9.0,14,99.0,0.0,,36.0
362,Calhoun ›,2326.0,10925.0,23.0,108.0,30.0,2.0,16.0,,-100.0,0.1,1.11,25.0
363,Calhoun ›,347.0,4881.0,0.0,201.96666666666667,0.0,1.0,6.0,4,-50.0,0.1,2.05,25.536858475894245
364,Calhoun ›,589.0,9517.0,15.0,242.0,0.0,1.0,6.0,10,-6.0,0.0,,25.536858475894245
365,Calhoun ›,14023.0,10453.0,284.0,212.0,31.0,181.0,28.0,26,-15.0,1.6,0.24,39.0
366,Calhoun ›,1697.0,12031.0,45.0,319.0,17.0,59.0,16.0,22,-2.0,1.5,0.41,39.0
367,Calhoun ›,518.0,10931.0,5.0,106.0,39.0,1.0,15.0,,-100.0,0.0,,35.0
368,Calhoun ›,14522.0,12783.0,316.0,278.0,24.0,3.0,8.0,,-100.0,0.1,0.39,18.0
369,Calhoun ›,1708.0,11893.0,32.0,223.0,20.0,1.0,8.0,6,29.0,0.0,,23.0
370,Callahan ›,1193.0,8556.0,40.0,287.0,22.0,1.0,4.0,,-100.0,0.0,,22.0
371,Callaway ›,4973.0,11115.0,49.0,110.0,27.0,3.0,6.0,9,-11.0,0.1,0.27,22.0
372,Calloway ›,3524.0,9036.0,51.0,131.0,28.0,2.0,10.0,3,8.0,0.0,,29.0
373,Calumet ›,6469.0,12915.0,56.0,112.0,35.0,3.0,15.0,4,-32.0,0.0,,36.0
374,Calvert ›,4185.0,4523.0,78.0,84.0,38.0,2.0,2.0,4,-18.0,0.0,,38.0
375,Camas ›,71.0,6420.0,0.0,201.96666666666667,28.0,0.0,,15,-20.0,0.0,,28.0
376,Cambria ›,14217.0,10920.0,425.0,326.0,36.0,11.0,24.0,5,-79.0,0.0,,34.0
377,Camden ›,54859.0,10832.0,1287.0,254.0,40.0,66.0,7.0,18,-33.0,1.6,0.17,46.0
378,Camden ›,663.0,6101.0,5.0,46.0,24.0,1.0,3.0,,-100.0,0.0,,35.0
379,Camden ›,4090.0,8833.0,87.0,188.0,25.0,2.0,4.0,6,-19.0,0.0,,28.0
380,Camden ›,3967.0,7257.0,37.0,68.0,0.0,1.0,2.0,10,-36.0,0.0,,25.536858475894245
381,Cameron ›,604.0,8662.0,6.0,86.0,9.0,1.0,8.0,9,-14.0,0.0,,27.0
382,Cameron ›,295.0,6634.0,8.0,180.0,41.0,3.0,11.0,17,-1.0,0.1,0.58,25.0
383,Cameron ›,40774.0,9636.0,1640.0,388.0,38.0,3.0,6.0,11,-28.0,0.1,0.35,32.0
384,Campbell ›,4175.0,10479.0,63.0,158.0,24.0,1.0,5.0,,-100.0,0.0,,21.0
385,Campbell ›,4874.0,10518.0,60.0,129.0,16.0,4.0,9.0,,0.0,0.0,,16.0
386,Campbell ›,8768.0,9369.0,83.0,89.0,38.0,2.0,11.0,6,-46.0,0.0,,26.0
387,Campbell ›,130.0,9448.0,4.0,291.0,22.0,0.0,,,0.0,0.0,,35.0
388,Campbell ›,4478.0,8159.0,86.0,157.0,0.0,1.0,13.0,4,-67.0,0.0,,25.536858475894245
389,Camp ›,1255.0,9585.0,43.0,328.0,20.0,2.0,6.0,16,0.0,0.3,1.13,29.0
390,Camuy,1403.0,4600.0,184.76028052279247,201.96666666666667,28.0,3.0,11.0,,0.0,0.0,,27.0
391,Canadian ›,17220.0,11611.0,172.0,116.0,33.0,1.0,3.0,7,-19.0,0.0,,35.0
392,Candler ›,955.0,8840.0,66.0,611.0,0.0,1.0,5.0,11,29.0,0.0,,25.536858475894245
393,Cannon ›,1926.0,13122.0,31.0,211.0,16.0,4.0,6.0,11,-19.0,0.0,,23.0
394,Canyon ›,26795.0,11658.0,296.0,129.0,23.0,45.0,9.0,7,-37.0,0.7,0.15,38.0
395,Canóvanas,2330.0,5260.0,184.76028052279247,201.96666666666667,26.0,3.0,8.0,,0.0,0.0,,27.0
396,Cape Girardeau ›,9511.0,12059.0,134.0,170.0,29.0,7.0,8.0,9,-12.0,0.0,,26.0
397,Cape May ›,9090.0,9876.0,204.0,222.0,50.0,38.0,6.0,9,-44.0,2.6,0.42,40.0
398,Carbon ›,6229.0,9705.0,169.0,263.0,35.0,9.0,19.0,8,-41.0,0.3,0.62,30.0
399,Carbon ›,1647.0,8049.0,17.0,83.0,25.0,1.0,4.0,,0.0,0.0,,24.0
400,Carbon ›,868.0,8093.0,15.0,140.0,33.0,1.0,3.0,13,47.0,0.0,,46.0
401,Carbon ›,1593.0,10764.0,23.0,155.0,28.0,10.0,10.0,8,8.0,0.1,0.14,31.0
402,Caribou ›,692.0,9672.0,12.0,168.0,22.0,1.0,9.0,,-100.0,0.0,,24.0
403,Carlisle ›,474.0,9958.0,9.0,189.0,23.0,1.0,24.0,,-100.0,0.0,,28.0
404,Carlton ›,3450.0,9618.0,54.0,151.0,43.0,1.0,13.0,15,3.0,0.0,,30.0
405,Carolina,10086.0,6831.0,184.76028052279247,201.96666666666667,27.0,4.0,16.0,,0.0,0.0,,28.0
406,Caroline ›,2294.0,6867.0,25.0,75.0,35.0,7.0,7.0,7,-16.0,0.0,,34.0
407,Caroline ›,2598.0,8456.0,36.0,117.0,0.0,2.0,16.0,9,-34.0,0.0,,25.536858475894245
408,Carroll ›,1896.0,9360.0,22.0,109.0,20.0,2.0,7.0,,-100.0,0.0,,23.0
409,Carroll ›,1037.0,11948.0,23.0,265.0,30.0,4.0,8.0,14,-12.0,0.0,,25.536858475894245
410,Carroll ›,1013.0,9529.0,19.0,179.0,29.0,1.0,12.0,4,-55.0,0.0,,26.0
411,Carroll ›,2657.0,8919.0,71.0,238.0,0.0,4.0,6.0,14,-8.0,0.5,0.7,25.536858475894245
412,Carroll ›,2408.0,4923.0,10.0,20.0,42.0,6.0,14.0,4,-62.0,0.0,,33.0
413,Carroll ›,11417.0,9515.0,242.0,202.0,0.0,1.0,6.0,7,43.0,0.0,,25.536858475894245
414,Carroll ›,1751.0,12240.0,37.0,259.0,38.0,6.0,19.0,15,21.0,0.0,,32.0
415,Carroll ›,1917.0,7123.0,47.0,175.0,29.0,1.0,3.0,,-100.0,0.0,,27.0
416,Carroll ›,3632.0,13080.0,83.0,299.0,26.0,1.0,17.0,20,85.0,0.0,,33.0
417,Carroll ›,2858.0,14173.0,52.0,258.0,45.0,9.0,6.0,8,12.0,0.0,,50.0
418,Carroll ›,1218.0,12245.0,29.0,292.0,19.0,1.0,11.0,7,-38.0,0.0,,25.0
419,Carroll ›,9336.0,5542.0,237.0,141.0,42.0,3.0,6.0,15,-23.0,0.0,,40.0
420,Carroll ›,2810.0,9901.0,45.0,159.0,25.0,1.0,3.0,12,-27.0,0.0,,30.0
421,Carson City ›,6486.0,11600.0,123.0,220.0,39.0,5.0,11.0,5,-5.0,0.0,,35.0
422,Carson ›,526.0,8876.0,14.0,236.0,21.0,1.0,5.0,6,115.0,0.0,,32.0
423,Carteret ›,5131.0,7386.0,54.0,78.0,27.0,2.0,8.0,7,-29.0,0.0,,29.0
424,Carter ›,2282.0,8516.0,35.0,131.0,26.0,2.0,7.0,3,-8.0,0.1,0.63,35.0
425,Carter ›,6660.0,11810.0,158.0,280.0,24.0,1.0,8.0,15,-6.0,0.0,,16.0
426,Carter ›,6133.0,12748.0,110.0,229.0,25.0,1.0,5.0,6,19.0,0.1,1.64,34.0
427,Carter ›,146.0,11661.0,5.0,399.0,20.0,1.0,17.0,,0.0,0.0,,13.0
428,Carter ›,542.0,9061.0,10.0,167.0,18.0,1.0,4.0,9,-10.0,0.0,,30.0
429,Carver ›,10475.0,9968.0,45.0,43.0,37.0,3.0,19.0,12,-22.0,0.0,,37.0
430,Cascade ›,9092.0,11174.0,169.0,208.0,33.0,1.0,9.0,7,19.0,0.0,,28.0
431,Casey ›,1463.0,9054.0,37.0,229.0,19.0,2.0,10.0,5,38.0,0.1,0.7,23.0
432,Cassia ›,2942.0,12243.0,27.0,112.0,17.0,4.0,11.0,,-100.0,0.0,,36.0
433,Cass ›,9167.0,8666.0,111.0,105.0,29.0,1.0,3.0,,-100.0,0.0,,21.0
434,Cass ›,2713.0,9110.0,28.0,94.0,34.0,2.0,9.0,16,-24.0,0.0,,49.0
435,Cass ›,1923.0,6404.0,82.0,273.0,18.0,0.0,,11,-18.0,0.0,,28.0
436,Cass ›,1385.0,10790.0,54.0,421.0,42.0,1.0,6.0,13,99.0,0.1,1.17,34.0
437,Cass ›,1991.0,16391.0,34.0,280.0,34.0,29.0,39.0,11,-10.0,0.1,0.19,23.0
438,Cass ›,5328.0,10288.0,75.0,145.0,26.0,6.0,27.0,10,-45.0,0.0,,26.0
439,Cass ›,5831.0,15471.0,107.0,284.0,26.0,7.0,34.0,7,-13.0,0.0,,25.0
440,Cass ›,24495.0,13464.0,208.0,114.0,41.0,1.0,13.0,,-100.0,0.0,,30.0
441,Cass ›,2668.0,10165.0,16.0,61.0,34.0,1.0,7.0,,0.0,0.0,,22.0
442,Castro ›,989.0,13134.0,32.0,425.0,23.0,5.0,10.0,8,-17.0,0.0,,36.0
443,Caswell ›,2175.0,9622.0,28.0,124.0,31.0,9.0,11.0,10,-16.0,0.0,,28.0
444,Catahoula ›,1161.0,12229.0,38.0,400.0,21.0,5.0,18.0,9,6.0,0.1,0.54,28.0
445,Catawba ›,19442.0,12185.0,303.0,190.0,30.0,6.0,21.0,8,-27.0,2.0,6.99,31.0
446,Cataño,1502.0,6462.0,184.76028052279247,201.96666666666667,23.0,4.0,13.0,,0.0,0.0,,29.0
447,Catoosa ›,6504.0,9624.0,70.0,104.0,0.0,1.0,8.0,54,30.0,0.0,,25.536858475894245
448,Catron ›,93.0,2637.0,5.0,142.0,20.0,0.0,,,0.0,0.0,,31.0
449,Cattaraugus ›,5559.0,7303.0,87.0,114.0,33.0,55.0,12.0,8,-17.0,0.4,0.09,48.0
450,Cavalier ›,430.0,11430.0,5.0,133.0,45.0,1.0,4.0,5,-6.0,0.0,,42.0
451,Cayey,1596.0,3769.0,184.76028052279247,201.96666666666667,30.0,1.0,6.0,,0.0,0.0,,34.0
452,Cayuga ›,6177.0,8066.0,92.0,120.0,38.0,9.0,14.0,3,-69.0,0.0,,50.0
453,Cecil ›,6204.0,6032.0,135.0,131.0,32.0,12.0,4.0,25,-22.0,0.0,,49.0
454,Cedar ›,1111.0,7743.0,22.0,153.0,19.0,1.0,2.0,1,-79.0,0.1,0.89,22.0
455,Cedar ›,775.0,9224.0,12.0,143.0,30.0,1.0,5.0,,0.0,0.0,,36.0
456,Cedar ›,1900.0,10200.0,23.0,123.0,41.0,1.0,5.0,13,99.0,0.0,,35.0
457,Ceiba,510.0,4629.0,184.76028052279247,201.96666666666667,25.0,3.0,11.0,,0.0,0.0,,17.0
458,Centre ›,16655.0,10256.0,221.0,136.0,37.0,35.0,21.0,32,-7.0,0.7,0.42,30.0
459,Cerro Gordo ›,5397.0,12714.0,89.0,210.0,41.0,1.0,16.0,13,99.0,0.0,,29.0
460,Chaffee ›,1664.0,8174.0,25.0,123.0,0.0,2.0,20.0,,0.0,0.0,,25.536858475894245
461,Chambers ›,5017.0,11445.0,49.0,112.0,19.0,12.0,5.0,9,-31.0,0.4,0.18,26.0
462,Chambers ›,3578.0,10760.0,123.0,370.0,17.0,2.0,10.0,10,-12.0,0.0,,26.0
463,Champaign ›,3341.0,8592.0,58.0,149.0,29.0,8.0,5.0,8,-13.0,0.3,0.16,35.0
464,Champaign ›,20618.0,9833.0,153.0,73.0,37.0,2.0,6.0,,-100.0,0.1,0.61,29.0
465,Chariton ›,675.0,9090.0,8.0,108.0,23.0,2.0,4.0,6,-7.0,0.0,,27.0
466,Charles City ›,500.0,7181.0,16.0,230.0,0.0,1.0,7.0,12,-19.0,0.0,,25.536858475894245
467,Charles Mix ›,1378.0,14830.0,22.0,237.0,33.0,1.0,9.0,,-100.0,0.0,,42.0
468,Charleston ›,43195.0,10499.0,504.0,123.0,39.0,1.0,8.0,13,-21.0,0.0,,25.0
469,Charles ›,10700.0,6554.0,194.0,119.0,33.0,14.0,5.0,10,-29.0,0.1,0.06,41.0
470,Charlevoix ›,1986.0,7597.0,20.0,77.0,46.0,4.0,12.0,4,251.0,0.0,,32.0
471,Charlottesville ›,4014.0,8492.0,56.0,118.0,0.0,2.0,16.0,,0.0,0.0,,25.536858475894245
472,Charlotte ›,865.0,7281.0,18.0,152.0,0.0,1.0,7.0,11,0.0,0.0,,25.536858475894245
473,Charlotte ›,13049.0,6908.0,425.0,225.0,44.0,1.0,3.0,3,-69.0,0.0,,18.0
474,Charlton ›,1456.0,10872.0,33.0,246.0,0.0,3.0,5.0,10,65.0,0.1,0.26,25.536858475894245
475,Chase ›,270.0,10196.0,3.0,113.0,32.0,1.0,2.0,10,2.0,0.0,,31.0
476,Chase ›,463.0,11799.0,5.0,127.0,17.0,1.0,20.0,,-100.0,0.1,2.27,26.0
477,Chatham ›,23258.0,8036.0,455.0,157.0,0.0,1.0,4.0,10,-6.0,0.0,,25.536858475894245
478,Chatham ›,4651.0,6245.0,88.0,118.0,37.0,1.0,3.0,6,-31.0,0.0,,42.0
479,Chattahoochee ›,4046.0,37095.0,15.0,138.0,0.0,9.0,83.0,21,8.0,0.0,,25.536858475894245
480,Chattooga ›,2861.0,11541.0,71.0,286.0,0.0,8.0,7.0,15,-9.0,0.5,0.46,25.536858475894245
481,Chautauqua ›,267.0,8215.0,6.0,185.0,30.0,0.0,,,0.0,0.0,,29.0
482,Chautauqua ›,8776.0,6916.0,140.0,110.0,36.0,6.0,10.0,5,-54.0,0.0,,39.0
483,Chaves ›,9196.0,14232.0,171.0,265.0,21.0,41.0,33.0,29,58.0,0.4,0.35,46.0
484,Cheatham ›,4573.0,11245.0,56.0,138.0,26.0,1.0,6.0,,-100.0,0.0,,21.0
485,Cheboygan ›,1894.0,7493.0,44.0,174.0,35.0,43.0,12.0,15,-50.0,1.0,0.27,45.0
486,Chelan ›,6877.0,8908.0,67.0,87.0,43.0,218.0,24.0,6,-76.0,2.0,0.22,31.0
487,Chemung ›,7516.0,9006.0,135.0,162.0,37.0,8.0,17.0,11,-15.0,0.0,,38.0
488,Chenango ›,3392.0,7185.0,76.0,161.0,37.0,13.0,11.0,9,-8.0,0.0,,36.0
489,Cherokee ›,2582.0,9024.0,34.0,119.0,31.0,8.0,9.0,,-100.0,0.0,,28.0
490,Cherokee ›,6050.0,10558.0,154.0,269.0,18.0,1.0,10.0,9,-19.0,0.1,0.98,22.0
491,Cherokee ›,4206.0,7989.0,140.0,266.0,19.0,1.0,3.0,11,-32.0,0.0,,20.0
492,Cherokee ›,5628.0,11567.0,74.0,152.0,26.0,1.0,3.0,,-100.0,0.3,1.41,23.0
493,Cherokee ›,1847.0,7051.0,45.0,172.0,19.0,1.0,1.0,5,463.0,0.1,1.38,28.0
