,County,Total Cases,Total Cases per 100k,Total Deaths,Total Deaths per 100k,Fully Vaccinated,Daily Case Avg,Daily Case 14-Day change %,Hospitalized Daily Avg,Hosp. Daily per 100k,Hosp. Daily change %,Deaths Daily Avg.,Deaths Daily per 100k
1604,Lake ›,787.0,9684.0,0.0,201.96666666666667,0.0,4.0,15.0,10,-22.0,0.1,0.49,25.536858475894245
1605,Lake ›,54012.0,11125.0,1016.0,209.0,30.0,7.0,11.0,,-100.0,0.0,,27.0
1606,Lake ›,1366.0,10674.0,20.0,156.0,30.0,0.0,,,0.0,0.0,,11.0
1607,Lake ›,809.0,7603.0,19.0,179.0,46.0,1.0,4.0,,0.0,0.0,,43.0
1608,Lake ›,30075.0,8192.0,639.0,174.0,39.0,2.0,9.0,9,5.0,0.0,,20.0
1609,Lake ›,1706.0,24316.0,26.0,371.0,19.0,15.0,26.0,13,-20.0,0.0,,26.0
1610,Lamar ›,6230.0,9835.0,86.0,136.0,30.0,1.0,3.0,10,-22.0,0.0,,20.0
1611,Lamar ›,5835.0,11703.0,155.0,311.0,23.0,8.0,5.0,6,-19.0,0.4,0.31,27.0
1612,Lamar ›,2050.0,10746.0,57.0,299.0,0.0,1.0,16.0,11,-22.0,0.0,,25.536858475894245
1613,Lamar ›,1429.0,10351.0,35.0,254.0,26.0,1.0,8.0,2,-21.0,0.0,,31.0
1614,Lamb ›,2301.0,17847.0,83.0,644.0,25.0,3.0,36.0,,0.0,0.0,,21.0
1615,Lamoille ›,868.0,3422.0,3.0,12.0,0.0,5.0,9.0,,0.0,0.0,,25.536858475894245
1616,Lampasas ›,2187.0,10206.0,33.0,154.0,22.0,1.0,8.0,,-100.0,0.0,,24.0
1617,Lancaster ›,10731.0,10949.0,168.0,171.0,22.0,12.0,6.0,,-100.0,0.0,,37.0
1618,Lancaster ›,54393.0,9967.0,1128.0,207.0,36.0,33.0,20.0,6,-55.0,0.1,0.09,26.0
1619,Lancaster ›,713.0,6725.0,16.0,151.0,0.0,2.0,5.0,6,-31.0,0.0,,25.536858475894245
1620,Lancaster ›,31346.0,9824.0,233.0,73.0,43.0,1.0,6.0,,0.0,0.0,,28.0
1621,Lander ›,451.0,8153.0,9.0,163.0,23.0,1.0,14.0,6,-5.0,0.0,,12.0
1622,Lane ›,13007.0,3404.0,148.0,39.0,40.0,2.0,21.0,,0.0,0.0,,29.0
1623,Lane ›,143.0,9316.0,7.0,456.0,29.0,0.0,,,0.0,0.0,,29.0
1624,Langlade ›,2177.0,11345.0,46.0,240.0,34.0,8.0,7.0,5,2.0,0.1,0.12,39.0
1625,Lanier ›,784.0,7522.0,13.0,125.0,0.0,1.0,3.0,16,7.0,0.0,,25.536858475894245
1626,Lapeer ›,9529.0,10877.0,196.0,224.0,28.0,60.0,32.0,36,-21.0,0.9,0.45,35.0
1627,Laramie ›,9200.0,9246.0,114.0,115.0,31.0,2.0,8.0,,-100.0,0.0,,61.0
1628,Lares,1112.0,4542.0,184.76028052279247,201.96666666666667,38.0,2.0,11.0,,0.0,0.0,,29.0
1629,Larimer ›,26342.0,7381.0,240.0,67.0,0.0,2.0,16.0,,0.0,0.0,,25.536858475894245
1630,Larue ›,1332.0,9251.0,26.0,181.0,26.0,1.0,10.0,13,-4.0,0.0,,30.0
1631,Las Animas ›,1131.0,7797.0,12.0,83.0,0.0,1.0,17.0,,-100.0,0.0,,25.536858475894245
1632,Las Marías,291.0,3655.0,184.76028052279247,201.96666666666667,34.0,1.0,6.0,,0.0,0.0,,38.0
1633,Las Piedras,1940.0,5321.0,184.76028052279247,201.96666666666667,28.0,7.0,8.0,,0.0,0.0,,34.0
1634,Lassen ›,5701.0,18647.0,24.0,79.0,22.0,11.0,26.0,16,10.0,0.1,0.33,31.0
1635,Latah ›,3153.0,7861.0,10.0,25.0,36.0,1.0,4.0,,-100.0,0.0,,31.0
1636,Latimer ›,836.0,8299.0,13.0,129.0,21.0,0.0,,,0.0,0.0,,26.0
1637,Lauderdale ›,9441.0,10181.0,242.0,261.0,28.0,2.0,7.0,8,27.0,0.1,0.64,16.0
1638,Lauderdale ›,7191.0,9701.0,241.0,325.0,26.0,1.0,3.0,4,-67.0,0.1,1.14,30.0
1639,Lauderdale ›,3202.0,12492.0,44.0,172.0,19.0,2.0,9.0,16,-5.0,0.0,,19.0
1640,Laurel ›,6699.0,11016.0,71.0,117.0,23.0,3.0,16.0,,-100.0,0.0,,24.0
1641,Laurens ›,5612.0,11803.0,168.0,353.0,0.0,22.0,9.0,12,-13.0,1.0,0.41,25.536858475894245
1642,Laurens ›,7389.0,10948.0,173.0,256.0,23.0,6.0,6.0,5,55.0,0.3,0.27,26.0
1643,Lavaca ›,2485.0,12330.0,76.0,377.0,27.0,19.0,7.0,13,-3.0,0.1,0.06,26.0
1644,Lawrence ›,5578.0,9381.0,102.0,172.0,27.0,5.0,9.0,6,-9.0,0.0,,25.0
1645,Lawrence ›,2405.0,15340.0,34.0,217.0,22.0,5.0,35.0,16,-7.0,0.0,,28.0
1646,Lawrence ›,3405.0,8878.0,82.0,214.0,20.0,1.0,4.0,3,-50.0,0.0,,23.0
1647,Lawrence ›,1286.0,10218.0,24.0,191.0,30.0,1.0,4.0,9,-26.0,0.0,,28.0
1648,Lawrence ›,7412.0,8668.0,207.0,242.0,30.0,83.0,15.0,21,-24.0,1.3,0.24,36.0
1649,Lawrence ›,3007.0,9133.0,98.0,298.0,27.0,1.0,4.0,8,-29.0,0.0,,18.0
1650,Lawrence ›,1450.0,9467.0,25.0,163.0,26.0,3.0,11.0,,-100.0,0.0,,28.0
1651,Lawrence ›,2986.0,11554.0,47.0,182.0,29.0,1.0,2.0,,-100.0,0.0,,23.0
1652,Lawrence ›,2122.0,12934.0,43.0,262.0,23.0,3.0,14.0,7,5.0,0.0,,16.0
1653,Lawrence ›,4566.0,10064.0,123.0,271.0,28.0,1.0,14.0,12,19.0,0.0,,29.0
1654,Lawrence ›,5981.0,13549.0,89.0,202.0,19.0,5.0,8.0,12,-33.0,0.0,,24.0
1655,Le Flore ›,5584.0,11201.0,64.0,128.0,23.0,1.0,2.0,9,-10.0,0.1,1.19,30.0
1656,Le Sueur ›,2909.0,10070.0,22.0,76.0,29.0,1.0,19.0,,0.0,0.0,,38.0
1657,Leake ›,2683.0,11775.0,73.0,320.0,23.0,1.0,7.0,2,-21.0,0.0,,21.0
1658,Leavenworth ›,7230.0,8843.0,91.0,111.0,37.0,0.0,,155,-2.0,0.0,,36.0
1659,Lea ›,9048.0,12731.0,169.0,238.0,14.0,3.0,17.0,7,-7.0,0.0,,27.0
1660,Lebanon ›,15824.0,11160.0,284.0,200.0,31.0,11.0,24.0,7,-26.0,0.1,0.3,23.0
1661,Leelanau ›,1223.0,5620.0,18.0,83.0,59.0,2.0,8.0,,-100.0,0.0,,43.0
1662,Lee ›,1281.0,17304.0,26.0,351.0,28.0,11.0,42.0,5,-46.0,0.1,0.55,30.0
1663,Lee ›,4165.0,12216.0,91.0,267.0,31.0,7.0,18.0,21,-5.0,0.1,0.4,25.0
1664,Lee ›,9980.0,11681.0,174.0,204.0,23.0,3.0,7.0,17,104.0,0.0,,20.0
1665,Lee ›,2421.0,10336.0,47.0,201.0,0.0,40.0,11.0,9,-35.0,0.3,0.08,25.536858475894245
1666,Lee ›,6005.0,9720.0,78.0,126.0,31.0,5.0,11.0,11,-16.0,0.0,,33.0
1667,Lee ›,71730.0,9309.0,981.0,127.0,35.0,4.0,10.0,5,55.0,0.2,0.44,22.0
1668,Lee ›,3757.0,11163.0,55.0,163.0,32.0,1.0,7.0,,0.0,0.0,,43.0
1669,Lee ›,15892.0,9658.0,171.0,104.0,24.0,1.0,5.0,8,64.0,0.0,,23.0
1670,Lee ›,2759.0,9199.0,59.0,197.0,0.0,1.0,6.0,,0.0,0.0,,25.536858475894245
1671,Lee ›,2198.0,12750.0,39.0,226.0,26.0,74.0,8.0,2,-82.0,0.9,0.1,35.0
1672,Lee ›,1910.0,11350.0,61.0,362.0,23.0,5.0,9.0,,-100.0,0.3,0.5,18.0
1673,Lee ›,1686.0,19036.0,34.0,384.0,20.0,7.0,9.0,12,-27.0,0.0,,24.0
1674,Leflore ›,3497.0,12408.0,125.0,444.0,29.0,1.0,15.0,16,-7.0,0.0,,21.0
1675,Lehigh ›,39012.0,10563.0,847.0,229.0,38.0,24.0,21.0,11,-38.0,0.4,0.38,31.0
1676,Lemhi ›,528.0,6578.0,9.0,112.0,32.0,0.0,,,-100.0,0.0,,21.0
1677,Lenawee ›,10644.0,10811.0,164.0,167.0,30.0,15.0,31.0,25,-18.0,0.1,0.29,27.0
1678,Lenoir ›,6006.0,10735.0,116.0,207.0,29.0,6.0,14.0,2,-57.0,0.0,,28.0
1679,Leon ›,32259.0,10988.0,320.0,109.0,33.0,5.0,14.0,6,71.0,0.1,0.42,25.0
1680,Leon ›,1636.0,9400.0,43.0,247.0,23.0,1.0,6.0,4,-56.0,0.0,,23.0
1681,Leslie ›,918.0,9294.0,8.0,81.0,30.0,3.0,11.0,12,12.0,0.1,0.55,37.0
1682,Letcher ›,1915.0,8885.0,44.0,204.0,33.0,1.0,9.0,,0.0,0.0,,29.0
1683,Levy ›,3480.0,8385.0,54.0,130.0,24.0,2.0,16.0,6,71.0,0.1,1.18,28.0
1684,Lewis and Clark ›,6873.0,9899.0,88.0,127.0,40.0,1.0,6.0,,0.0,0.0,,29.0
1685,Lewis ›,1583.0,12903.0,26.0,212.0,20.0,2.0,12.0,19,-7.0,0.3,1.54,22.0
1686,Lewis ›,1027.0,10505.0,13.0,133.0,22.0,2.0,14.0,9,-15.0,0.1,1.08,13.0
1687,Lewis ›,1199.0,7538.0,21.0,132.0,0.0,2.0,26.0,9,35.0,0.0,,25.536858475894245
1688,Lewis ›,397.0,10344.0,9.0,234.0,29.0,1.0,15.0,,-100.0,0.0,,29.0
1689,Lewis ›,2676.0,10176.0,34.0,129.0,33.0,8.0,19.0,4,-2.0,0.0,,31.0
1690,Lewis ›,4544.0,5630.0,67.0,83.0,26.0,4.0,16.0,,-100.0,0.1,0.64,36.0
1691,Lewis ›,1333.0,10041.0,35.0,264.0,18.0,5.0,5.0,4,8.0,0.0,,31.0
1692,Lexington ›,1200.0,16116.0,32.0,430.0,0.0,6.0,20.0,6,-37.0,0.3,0.95,25.536858475894245
1693,Lexington ›,33359.0,11166.0,484.0,162.0,30.0,26.0,7.0,8,-38.0,0.3,0.08,34.0
1694,Liberty ›,4027.0,6555.0,63.0,103.0,0.0,0.0,,15,92.0,0.0,,25.536858475894245
1695,Liberty ›,7876.0,8928.0,185.0,210.0,17.0,2.0,5.0,7,11.0,0.0,,23.0
1696,Liberty ›,1076.0,12880.0,16.0,192.0,16.0,283.0,19.0,17,-14.0,2.7,0.18,31.0
1697,Liberty ›,117.0,5006.0,1.0,43.0,25.0,0.0,,,0.0,0.0,,34.0
1698,Licking ›,16455.0,9304.0,212.0,120.0,35.0,5.0,9.0,9,-8.0,0.0,,27.0
1699,Limestone ›,2791.0,11909.0,77.0,329.0,19.0,3.0,7.0,2,-62.0,0.1,0.3,29.0
1700,Limestone ›,9986.0,10096.0,151.0,153.0,21.0,1.0,7.0,11,216.0,0.0,,34.0
1701,Lincoln ›,581.0,10303.0,3.0,53.0,34.0,2.0,22.0,,-100.0,0.0,,38.0
1702,Lincoln ›,1624.0,8128.0,17.0,85.0,23.0,1.0,3.0,,-100.0,0.0,,37.0
1703,Lincoln ›,1478.0,7242.0,22.0,108.0,0.0,3.0,17.0,16,22.0,0.1,0.87,25.536858475894245
1704,Lincoln ›,509.0,4653.0,8.0,73.0,30.0,8.0,12.0,3,-29.0,0.0,,33.0
1705,Lincoln ›,8684.0,14206.0,77.0,126.0,31.0,1.0,8.0,,-100.0,0.0,,38.0
1706,Lincoln ›,986.0,2847.0,2.0,6.0,50.0,7.0,17.0,5,-38.0,0.1,0.36,43.0
1707,Lincoln ›,1702.0,8696.0,19.0,97.0,27.0,2.0,98.0,8,-3.0,0.0,,24.0
1708,Lincoln ›,3204.0,24601.0,48.0,369.0,19.0,5.0,14.0,1,-26.0,0.1,0.42,23.0
1709,Lincoln ›,508.0,9467.0,11.0,205.0,22.0,1.0,8.0,,-100.0,0.0,,39.0
1710,Lincoln ›,3968.0,11618.0,110.0,322.0,20.0,1.0,7.0,,0.0,0.1,1.66,34.0
1711,Lincoln ›,1027.0,18014.0,4.0,70.0,0.0,204.0,40.0,8,-35.0,1.6,0.3,25.536858475894245
1712,Lincoln ›,2332.0,9499.0,50.0,204.0,24.0,1.0,12.0,6,-7.0,0.0,,30.0
1713,Lincoln ›,1412.0,7121.0,12.0,61.0,23.0,0.0,,,0.0,0.0,,33.0
1714,Lincoln ›,361.0,6965.0,3.0,58.0,24.0,1.0,7.0,7,10.0,0.0,,18.0
1715,Lincoln ›,3835.0,10984.0,59.0,169.0,18.0,1.0,10.0,8,-13.0,0.0,,27.0
1716,Lincoln ›,3277.0,11876.0,92.0,333.0,36.0,10.0,10.0,3,-46.0,0.0,,32.0
1717,Lincoln ›,4367.0,12707.0,63.0,183.0,22.0,2.0,10.0,18,3.0,0.0,,22.0
1718,Lincoln ›,1379.0,2760.0,21.0,42.0,45.0,2.0,7.0,,-100.0,0.0,,36.0
1719,Lincoln ›,819.0,10340.0,26.0,328.0,0.0,3.0,12.0,19,16.0,0.0,,25.536858475894245
1720,Lincoln ›,10064.0,11687.0,85.0,99.0,27.0,10.0,17.0,12,-16.0,0.4,0.77,29.0
1721,Lincoln ›,263.0,8879.0,5.0,169.0,31.0,0.0,,,-100.0,0.0,,27.0
1722,Lincoln ›,4537.0,9706.0,93.0,199.0,26.0,2.0,29.0,7,-43.0,0.0,,9.0
1723,Lincoln ›,3245.0,9304.0,71.0,204.0,23.0,0.0,,,-100.0,0.0,,30.0
1724,Lincoln ›,5917.0,10027.0,41.0,69.0,21.0,1.0,8.0,4,-28.0,0.0,,19.0
1725,Linn ›,1195.0,10025.0,13.0,109.0,28.0,2.0,8.0,,-100.0,0.0,,21.0
1726,Linn ›,20845.0,9195.0,335.0,148.0,42.0,1.0,3.0,,0.0,0.1,0.71,42.0
1727,Linn ›,818.0,8430.0,12.0,124.0,22.0,0.0,,69,-7.0,0.0,,34.0
1728,Linn ›,4929.0,3799.0,69.0,53.0,30.0,1.0,45.0,4,126.0,0.0,,27.0
1729,Lipscomb ›,346.0,10702.0,12.0,371.0,21.0,1.0,12.0,,0.0,0.0,,27.0
1730,Litchfield ›,14522.0,8053.0,295.0,164.0,46.0,11.0,6.0,8,-30.0,0.1,0.08,46.0
1731,Little River ›,1242.0,10131.0,42.0,343.0,17.0,1.0,4.0,6,-1.0,0.0,,22.0
1732,Live Oak ›,1132.0,9273.0,22.0,180.0,20.0,2.0,5.0,11,-18.0,0.0,,16.0
1733,Livingston ›,850.0,9245.0,20.0,218.0,30.0,1.0,10.0,4,-48.0,0.1,2.2,27.0
1734,Livingston ›,13482.0,9576.0,206.0,146.0,20.0,2.0,15.0,,0.0,0.0,,21.0
1735,Livingston ›,4336.0,6892.0,58.0,92.0,37.0,11.0,10.0,1,-70.0,0.0,,41.0
1736,Livingston ›,4817.0,13513.0,97.0,272.0,25.0,3.0,23.0,12,-15.0,0.0,,32.0
1737,Livingston ›,1676.0,11007.0,42.0,276.0,27.0,9.0,5.0,9,25.0,0.0,,40.0
1738,Livingston ›,16409.0,8547.0,180.0,94.0,37.0,20.0,20.0,22,-21.0,0.7,0.73,30.0
1739,Llano ›,1671.0,7667.0,51.0,234.0,34.0,1.0,3.0,,-100.0,0.0,,23.0
1740,Logan ›,4267.0,8888.0,57.0,119.0,19.0,0.0,,6,19.0,0.0,,28.0
1741,Logan ›,3869.0,13519.0,71.0,248.0,30.0,4.0,24.0,13,6.0,0.0,,33.0
1742,Logan ›,263.0,14216.0,10.0,541.0,24.0,1.0,19.0,16,-26.0,0.0,,42.0
1743,Logan ›,2237.0,10421.0,22.0,102.0,24.0,1.0,5.0,,-100.0,0.0,,17.0
1744,Logan ›,3827.0,8379.0,76.0,166.0,27.0,2.0,8.0,3,-52.0,0.1,0.66,32.0
1745,Logan ›,3970.0,17716.0,67.0,299.0,0.0,251.0,35.0,11,-38.0,2.5,0.35,25.536858475894245
1746,Logan ›,289.0,10344.0,6.0,215.0,34.0,1.0,2.0,125,-2.0,0.3,1.11,27.0
1747,Logan ›,82.0,10963.0,0.0,201.96666666666667,11.0,1.0,9.0,,0.0,0.0,,24.0
1748,Logan ›,3138.0,9800.0,94.0,294.0,0.0,8.0,28.0,7,40.0,0.0,,25.536858475894245
1749,Logan ›,2853.0,10527.0,66.0,244.0,31.0,6.0,11.0,29,43.0,0.1,0.25,33.0
1750,Long ›,863.0,4412.0,12.0,61.0,0.0,0.0,,7,85.0,0.0,,25.536858475894245
1751,Lonoke ›,7359.0,10038.0,119.0,162.0,24.0,1.0,4.0,,0.0,0.0,,25.0
1752,Lorain ›,25113.0,8105.0,481.0,155.0,38.0,2.0,6.0,8,-14.0,0.1,0.5,27.0
1753,Los Alamos ›,525.0,2711.0,6.0,31.0,47.0,0.0,,,0.0,0.0,,27.0
1754,Los Angeles ›,1237120.0,12323.0,24067.0,240.0,37.0,21.0,12.0,5,-10.0,0.6,0.32,30.0
1755,Loudon ›,6158.0,11389.0,69.0,128.0,40.0,2.0,7.0,,-100.0,0.0,,27.0
1756,Loudoun ›,27729.0,6705.0,277.0,67.0,0.0,1.0,5.0,13,19.0,0.1,0.9,25.536858475894245
1757,Louisa ›,1281.0,11609.0,49.0,444.0,34.0,1.0,8.0,8,12.0,0.0,,43.0
1758,Louisa ›,1971.0,5243.0,32.0,85.0,0.0,1.0,2.0,10,-35.0,0.0,,25.536858475894245
1759,Loup ›,42.0,6325.0,0.0,201.96666666666667,17.0,0.0,,12,14.0,0.0,,10.0
1760,Love ›,1503.0,14659.0,21.0,205.0,26.0,5.0,7.0,7,-15.0,0.0,,24.0
1761,Loving ›,2.0,1183.0,0.0,201.96666666666667,15.0,0.0,,,0.0,0.1,0.29,29.0
1762,Lowndes ›,12735.0,10847.0,210.0,179.0,0.0,4.0,5.0,10,25.0,0.1,0.18,25.536858475894245
1763,Lowndes ›,1390.0,14292.0,53.0,545.0,25.0,7.0,16.0,4,-42.0,0.0,,23.0
1764,Lowndes ›,6401.0,10924.0,147.0,251.0,26.0,1.0,5.0,5,-66.0,0.0,,22.0
1765,Loíza,1415.0,5732.0,184.76028052279247,201.96666666666667,17.0,3.0,10.0,,0.0,0.0,,24.0
1766,Lubbock ›,49136.0,15821.0,786.0,253.0,30.0,11.0,19.0,5,-62.0,0.0,,20.0
1767,Lucas ›,42415.0,9902.0,788.0,184.0,37.0,61.0,11.0,28,-13.0,1.9,0.34,39.0
1768,Lucas ›,773.0,8988.0,23.0,267.0,31.0,1.0,2.0,5,-12.0,0.0,,39.0
1769,Luce ›,1276.0,20485.0,4.0,64.0,30.0,5.0,87.0,,-100.0,0.1,2.29,30.0
1770,Lumpkin ›,2999.0,8923.0,74.0,220.0,0.0,1.0,5.0,4,252.0,0.0,,25.536858475894245
1771,Luna ›,3337.0,14075.0,86.0,363.0,32.0,4.0,29.0,8,-3.0,0.0,,23.0
1772,Lunenburg ›,767.0,6289.0,13.0,107.0,0.0,1.0,4.0,20,45.0,0.0,,25.536858475894245
1773,Luquillo,889.0,5053.0,184.76028052279247,201.96666666666667,22.0,3.0,8.0,,0.0,0.0,,26.0
1774,Luzerne ›,31183.0,9824.0,802.0,253.0,36.0,62.0,19.0,32,1.0,1.0,0.32,36.0
1775,Lycoming ›,11635.0,10269.0,280.0,247.0,31.0,10.0,21.0,12,-35.0,0.2,0.37,31.0
1776,Lyman ›,652.0,17244.0,11.0,291.0,34.0,3.0,29.0,11,37.0,0.0,,27.0
1777,Lynchburg ›,7769.0,9455.0,150.0,183.0,0.0,20.0,8.0,9,-26.0,0.1,0.06,25.536858475894245
1778,Lynn ›,620.0,10418.0,23.0,386.0,24.0,1.0,9.0,<1,-89.0,0.0,,27.0
1779,Lyon ›,4283.0,12903.0,85.0,256.0,35.0,1.0,6.0,12,-12.0,0.0,,26.0
1780,Lyon ›,1579.0,13433.0,41.0,349.0,29.0,1.0,18.0,,0.0,0.0,,43.0
1781,Lyon ›,1534.0,18685.0,19.0,231.0,39.0,5.0,42.0,13,0.0,0.1,1.13,29.0
1782,Lyon ›,3602.0,14140.0,51.0,200.0,36.0,13.0,31.0,13,33.0,0.3,0.7,22.0
1783,Lyon ›,3193.0,5552.0,65.0,113.0,22.0,0.0,,10,-4.0,0.0,,27.0
1784,Mackinac ›,661.0,6121.0,3.0,28.0,50.0,3.0,10.0,13,-57.0,0.0,,41.0
1785,Macomb ›,98366.0,11255.0,2344.0,268.0,35.0,5.0,36.0,11,-50.0,0.0,,35.0
1786,Macon ›,10750.0,10336.0,209.0,201.0,29.0,1.0,8.0,8,-29.0,0.0,,23.0
1787,Macon ›,1547.0,10234.0,15.0,99.0,24.0,1.0,10.0,8,143.0,0.1,1.58,21.0
1788,Macon ›,3127.0,8721.0,37.0,103.0,25.0,10.0,8.0,7,-40.0,0.0,,35.0
1789,Macon ›,880.0,6797.0,31.0,239.0,0.0,0.0,,9,-4.0,0.0,,25.536858475894245
1790,Macon ›,3630.0,14755.0,78.0,317.0,17.0,125.0,13.0,16,-7.0,1.0,0.11,26.0
1791,Macon ›,1599.0,8850.0,50.0,277.0,26.0,1.0,4.0,11,216.0,0.0,,27.0
1792,Macoupin ›,4697.0,10455.0,111.0,247.0,32.0,1.0,9.0,5,17.0,0.0,,35.0
1793,Madera ›,16462.0,10464.0,242.0,154.0,28.0,52.0,9.0,10,-25.0,1.1,0.21,26.0
1794,Madison ›,1658.0,13716.0,16.0,132.0,20.0,5.0,13.0,19,-9.0,0.0,,24.0
1795,Madison ›,10099.0,9503.0,217.0,204.0,36.0,2.0,3.0,2,-21.0,0.1,0.19,26.0
1796,Madison ›,2072.0,11204.0,45.0,243.0,23.0,15.0,14.0,17,-40.0,0.9,0.81,30.0
1797,Madison ›,1576.0,7244.0,41.0,188.0,31.0,1.0,7.0,10,-8.0,0.0,,26.0
1798,Madison ›,3259.0,10907.0,57.0,191.0,0.0,3.0,6.0,5,-26.0,0.0,,25.536858475894245
1799,Madison ›,1967.0,13771.0,29.0,203.0,19.0,10.0,12.0,3,-76.0,0.1,0.17,18.0
1800,Madison ›,616.0,4645.0,16.0,121.0,0.0,0.0,,,-100.0,0.0,,25.536858475894245
1801,Madison ›,34837.0,9342.0,505.0,135.0,32.0,1.0,4.0,10,195.0,0.0,,20.0
1802,Madison ›,4458.0,6284.0,88.0,124.0,40.0,16.0,9.0,11,-48.0,0.1,0.08,45.0
1803,Madison ›,30500.0,11598.0,592.0,225.0,34.0,45.0,15.0,10,3.0,0.0,,32.0
1804,Madison ›,1568.0,14318.0,39.0,356.0,19.0,4.0,27.0,,0.0,0.0,,18.0
1805,Madison ›,12738.0,9831.0,359.0,277.0,31.0,3.0,10.0,8,-17.0,0.0,,31.0
1806,Madison ›,1459.0,8802.0,23.0,139.0,21.0,1.0,2.0,3,-53.0,0.0,,27.0
1807,Madison ›,9349.0,10054.0,109.0,117.0,31.0,3.0,7.0,12,-8.0,0.1,0.31,34.0
1808,Madison ›,1624.0,9940.0,19.0,116.0,34.0,1.0,4.0,9,-1.0,0.0,,32.0
1809,Madison ›,7201.0,18044.0,28.0,70.0,20.0,30.0,18.0,2,-90.0,0.3,0.17,28.0
1810,Madison ›,788.0,9163.0,8.0,93.0,29.0,1.0,5.0,,-100.0,0.0,,29.0
1811,Madison ›,4295.0,12237.0,42.0,120.0,28.0,2.0,27.0,,-100.0,0.1,1.7,30.0
1812,Madison ›,4374.0,9778.0,61.0,136.0,32.0,26.0,11.0,24,-12.0,0.1,0.06,41.0
1813,Madison ›,11245.0,11476.0,241.0,246.0,31.0,2.0,8.0,8,-24.0,0.0,,17.0
1814,Magoffin ›,961.0,7902.0,14.0,115.0,29.0,1.0,6.0,6,-44.0,0.0,,26.0
1815,Mahaska ›,2302.0,10419.0,51.0,231.0,28.0,1.0,5.0,5,5.0,0.1,0.67,36.0
1816,Mahnomen ›,546.0,9879.0,9.0,163.0,43.0,2.0,19.0,14,-38.0,0.0,,37.0
1817,Mahoning ›,21701.0,9490.0,588.0,257.0,36.0,13.0,9.0,8,-39.0,0.3,0.21,35.0
1818,Major ›,955.0,12518.0,21.0,275.0,30.0,1.0,4.0,10,-10.0,0.1,0.59,30.0
1819,Malheur ›,3518.0,11508.0,63.0,206.0,25.0,28.0,40.0,19,27.0,0.4,0.63,29.0
1820,Manassas Park ›,1217.0,6963.0,11.0,63.0,0.0,2.0,6.0,11,-39.0,0.0,,25.536858475894245
1821,Manassas ›,4296.0,10456.0,47.0,114.0,0.0,5.0,11.0,7,-36.0,0.3,0.71,25.536858475894245
1822,Manatee ›,39110.0,9699.0,679.0,168.0,35.0,18.0,11.0,22,5.0,0.4,0.27,39.0
1823,Manatí,1869.0,4998.0,184.76028052279247,201.96666666666667,30.0,9.0,7.0,,0.0,0.0,,32.0
1824,Manistee ›,1945.0,7920.0,24.0,98.0,41.0,4.0,17.0,16,-35.0,0.1,0.59,38.0
1825,Manitowoc ›,8821.0,11169.0,89.0,113.0,39.0,3.0,6.0,2,-56.0,0.0,,34.0
1826,Marathon ›,16230.0,11961.0,225.0,166.0,36.0,27.0,10.0,4,-38.0,0.4,0.16,41.0
1827,Marengo ›,2496.0,13232.0,64.0,339.0,30.0,7.0,12.0,13,1.0,0.1,0.25,15.0
1828,Maricao,147.0,2709.0,184.76028052279247,201.96666666666667,17.0,1.0,3.0,,0.0,0.0,,41.0
1829,Maricopa ›,543198.0,12110.0,9940.0,222.0,30.0,64.0,6.0,7,-8.0,2.0,0.19,40.0
1830,Maries ›,637.0,7324.0,8.0,92.0,23.0,1.0,1.0,8,-18.0,0.0,,17.0
1831,Marinette ›,4631.0,11477.0,70.0,173.0,34.0,7.0,8.0,7,8.0,0.0,,32.0
1832,Marin ›,13997.0,5408.0,227.0,88.0,58.0,5.0,2.0,,-100.0,0.0,,35.0
1833,Marion ›,540.0,5480.0,33.0,335.0,23.0,0.0,,,-100.0,0.0,,18.0
1834,Marion ›,565.0,6759.0,19.0,227.0,0.0,0.0,,,0.0,0.0,,25.536858475894245
1835,Marion ›,2328.0,12079.0,38.0,197.0,32.0,4.0,27.0,,0.0,0.1,0.98,29.0
1836,Marion ›,1104.0,9290.0,24.0,202.0,32.0,0.0,,,-100.0,0.0,,31.0
1837,Marion ›,100456.0,10414.0,1811.0,188.0,28.0,9.0,5.0,11,4.0,0.1,0.08,37.0
1838,Marion ›,22026.0,6333.0,306.0,88.0,32.0,63.0,18.0,10,-22.0,0.3,0.08,32.0
1839,Marion ›,31405.0,8590.0,965.0,264.0,32.0,5.0,7.0,11,-16.0,0.0,,21.0
1840,Marion ›,3625.0,10901.0,75.0,226.0,35.0,1.0,6.0,5,-25.0,0.0,,37.0
1841,Marion ›,3527.0,11505.0,107.0,349.0,27.0,5.0,10.0,13,-34.0,0.1,0.31,21.0
1842,Marion ›,1056.0,6326.0,30.0,180.0,20.0,0.0,,1,-46.0,0.0,,22.0
1843,Marion ›,3130.0,10536.0,101.0,340.0,20.0,3.0,8.0,12,11.0,0.0,,17.0
1844,Marion ›,4454.0,7943.0,49.0,87.0,0.0,4.0,13.0,16,-5.0,0.0,,25.536858475894245
1845,Marion ›,3128.0,10821.0,47.0,163.0,23.0,1.0,5.0,9,-20.0,0.0,,23.0
1846,Marion ›,8550.0,13135.0,135.0,207.0,30.0,7.0,18.0,3,-76.0,0.0,,33.0
1847,Marion ›,2692.0,10955.0,80.0,326.0,21.0,1.0,5.0,,-100.0,0.0,,29.0
